Package name,Reviewer name,Review,Rating
com.ezlapp.screen.time,DINKESH PISODE,Nice he nice,4
com.ezlapp.screen.time,Soham Solat,Neic,5
com.ezlapp.screen.time,Arij Balti,I love it 😍😍😍,4
com.ezlapp.screen.time,Luan Trevisan,Nice app,5
com.ezlapp.screen.time,Dinesh Suryawanshi,Nice,5
com.ezlapp.screen.time,Rock gaming,Cjcufi,5
com.ezlapp.screen.time,Nida Ali,Nice,5
com.ezlapp.screen.time,Nikhil rajak,Free,4
com.ezlapp.screen.time,Md Moksedul Mumin,Advertisements are disturb so much,2
com.ezlapp.screen.time,Hitesh Rajai,maa,5
com.ezlapp.screen.time,vinaykrishna ingle,Very good,5
com.ezlapp.screen.time,Vaanya vijay Singh,Good,3
com.ezlapp.screen.time,Lakshya Agarwal,Good!!,5
com.ezlapp.screen.time,Somaiya Islam,Not too good 🙂,1
com.ezlapp.screen.time,Kushalappa C A,Worst app. The User experience is bad. God knows how to read those silly graphs. Ads every now and then. Bad experience. I won't recommend this to anyone.,1
com.ezlapp.screen.time,Youssef Ahmed,So bad it doesn't get my real time on stuff,1
com.ezlapp.screen.time,Jhea Mae Tajores,Its good,1
com.ezlapp.screen.time,Yacine Bek,nice,5
com.ezlapp.screen.time,Aakanksha Chaturvedi,Easy to use and good 👍,5
com.ezlapp.screen.time,Kai Jun Oh,Yes it has what I wanted but almost every move I make on this app it pops up an ad. It is so annoying.,3
com.ezlapp.screen.time,Khadija El,I like it,5
com.ezlapp.screen.time,Nirob Khan,Helped,5
com.ezlapp.screen.time,Sunnat Raufov,The best,4
com.ezlapp.screen.time,Mike R.,"Poor port with poor UX, performance and features. Packed with ads too.",1
com.ezlapp.screen.time,Himaval Rajesh,Mm,5
com.ezlapp.screen.time,deepakshastri95,Nice,3
com.ezlapp.screen.time,Soo Smiles,It does not conrol or lock Facebook so it's useless.plus toomuch Ads,1
com.ezlapp.screen.time,Aleksandra Vladimirova,"It only shows me the overall time spent om phone today, not the separate apps, it has a circle graph that doesn't give any specifics and the overall time isn't even accurate, at some point it just shows 1 day and x hours? Also i HATE how it pops on my entire lock screen and I have to remove it before unlocking",2
com.ezlapp.screen.time,Muhd Haziq,"Free,easy to use,simple explanation",5
com.ezlapp.screen.time,Beatrice Kpangbai,Im Beatrice kpangbai l live in Ghana but am Liberia 🇱🇷,5
com.ezlapp.screen.time,Avani Deshpande,Too many Ads,1
com.ezlapp.screen.time,MUHAMMAD Zahid,Awesome app,5
com.ezlapp.screen.time,MANDEEP KUMAR,Great app,5
com.ezlapp.screen.time,Ar B64,aaa,4
com.ezlapp.screen.time,Sunita,"Very Nice App, There Are Little Ads Idk Why People Saying Too Many Ads lol, Anyways Easy To Use Keep Up The Good Work 👍",5
com.ezlapp.screen.time,Apk maker,nice,5
com.ezlapp.screen.time,Yogesh Bundile,Waste app. It shows so many ads that the app becomes useless.,1
com.ezlapp.screen.time,aditya Patel,"I find it extremely useful to cut out on procrastination, it almost serves like a great analyst and teacher , just loved it.😊",5
com.ezlapp.screen.time,D⃡i⃡n⃡e⃡s⃡h⃡ K⃡u⃡m⃡a⃡r⃡,Too much advertisement. Otherwise ok,3
com.ezlapp.screen.time,shobha jadhav,Nice,5
com.ezlapp.screen.time,morteza parviz,Very good,5
com.ezlapp.screen.time,Yadvinder Kumar Yadi,Great,4
com.ezlapp.screen.time,Pampurik Samu,Too much ads,1
com.ezlapp.screen.time,Himel Tamim,Everything is good but it don’t shows screen usage percentage.,1
com.ezlapp.screen.time,Shoumik Kumbhakar,Ads on lockscreen? 🤨 Come on man!,1
com.ezlapp.screen.time,قناة زينب التعلمية zozo,اعطونا اختيار ولا نجمة,1
com.ezlapp.screen.time,Imo Jamir,Play Store download on the structure of the chapter 8 class 7 Science Chapter 14 Science Chapter 14 Science Chapter 14 Science Chapter,5
com.ezlapp.screen.time,om gohel,This app is very usefull to quite phoneaddication.& i suggest to quite phone addication to save your time &use in productive work.,5
com.ezlapp.screen.time,Akshay Kaushal,Works properly but display can be enhanced,4
com.ezlapp.screen.time,Pætur Mortensen,"Adds on the lock screen, no thanks",1
com.ezlapp.screen.time,Yong Jie Lam,Would be a great simple app... if it didn't put ads on the lock screen. Need I say more?,1
com.ezlapp.screen.time,king gaming,When there other app wants to pay but this app doesn't and the add I can watch l love this 😍😍😍😍app so much,5
com.ezlapp.screen.time,Primax941 YT Channel,None,5
com.ezlapp.screen.time,Vaishali Mohata,Nyc,5
com.ezlapp.screen.time,Dolananda Mokkapati,Very nice app,5
com.ezlapp.screen.time,Ping Zhi,Ads everywhere,1
com.ezlapp.screen.time,Sums S Poojari,Amazing app &,5
com.ezlapp.screen.time,Aman Kashyap,This is not giving what I use and how many time.,1
com.ezlapp.screen.time,Noam Tsuriely,nice app,5
com.ezlapp.screen.time,Ravinder Sharma,Very good app to lessen our screen time becoz it alerts us time to time.,5
com.ezlapp.screen.time,Ana Ostojić,It says that the app is free but there are ads after 3 taps you make when trying to limit time and they last for 10s of seconds so in the end the app is completely useless.,1
com.ezlapp.screen.time,Anna The Frog,There are TOO many ads. Everytime I click in something they show.,1
com.ezlapp.screen.time,Mansing Gharge,Very good app,5
com.ezlapp.screen.time,urvashi panchal,Good,4
com.ezlapp.screen.time,mohamed abdikani,Best app i ever seen in time tracking,5
com.ezlapp.screen.time,nan kham,Good,5
com.ezlapp.screen.time,Krishna Mante,Terrible,1
com.ezlapp.screen.time,Shatha Abdullah,Good,3
com.ezlapp.screen.time,christian music,Valeble app,5
com.ezlapp.screen.time,Maya Edwardes,0retty good ads are a bit annoying but works well,5
com.ezlapp.screen.time,Simme Sahu,It is good,1
com.ezlapp.screen.time,Divya Rathi,Best screen time app,5
com.ezlapp.screen.time,kokila devi,Better,3
com.ezlapp.screen.time,K. Dinesh dinesh,Good,5
com.ezlapp.screen.time,Musa Mahlombe,Good App,5
com.ezlapp.screen.time,Islam Yahia,Can't limit usage time for social media apps,1
com.ezlapp.screen.time,Sridhar sri,Worst app lot of ads,1
com.ezlapp.screen.time,Burning wolf,Faltu,1
com.ezlapp.screen.time,समthing Intresting,Very helpful Amazing app Help to digital detox,5
com.ezlapp.screen.time,Sudhakaran P P,Good,5
com.ezlapp.screen.time,Beerbal Dass,It's too easy to use and help full I like it,3
com.ezlapp.screen.time,Abu Sayed,Need ads free,5
com.ezlapp.screen.time,norah alqahtani,I got to know how many hours i stay on my screen but after useing it for a couple of days it just wont let me open the app,3
com.ezlapp.screen.time,Shelja Atri,Grt app,5
com.ezlapp.screen.time,uma maheswari,Very nice app,5
com.ezlapp.screen.time,surabhi tiwari,Amazing App,5
com.ezlapp.screen.time,ThatGenius,"Terrible app. First of all, there are WAY too many ads. Second, the tracking of time is completely inaccurate. For example, in a day, I sometimes get the screen time of 1d 6-9h. How is that even possible?!",1
com.ezlapp.screen.time,Hs Krishnaraaja,This app is so nice coz we can reduce watching the mobile . Because of seeing the screen time Tqsm for this beautiful app,5
com.ezlapp.screen.time,kashish,Great job.,4
com.ezlapp.screen.time,Sumit Kumar,Amazing app...,5
com.ezlapp.screen.time,uttam Patel,Its a very good app thanks screen time,5
com.ezlapp.screen.time,Helmi Hasan,Awesome,5
com.ezlapp.screen.time,Asura Clan Rudra,Good app keep up,5
com.ezlapp.screen.time,Nick Eshleman (skwerel),Full screen Ads with audio on every category... Immediate uninstall.,1
com.ezlapp.screen.time,pankaj jangid,Amazing..need to add more features but,5
com.ezlapp.screen.time,Parvathy S,It is good.But it is not alarming me always.,3
com.ezlapp.screen.time,Bhanu Oli,Nice,5
com.ezlapp.screen.time,simohamed chafiki,Good,5
com.ezlapp.screen.time,Kirya Kenneth,Good,4
com.ezlapp.screen.time,Parul Tripathi,Good its a good way to check,5
com.ezlapp.screen.time,Nishi Shah,This app is useful for measuring and controlling our use of phone and social media. Thanks to the team of simple pvt. Ltd. Screen time control improves the quality of life is it is used properly.,5
com.ezlapp.screen.time,Sirisha Reddy,Best app 🤗🤗,5
com.ezlapp.screen.time,Sonali Saxena,Good morning,5
com.ezlapp.screen.time,divya shah,Excellent,5
com.ezlapp.screen.time,Leo Ogbuzuru,Excellent,5
com.ezlapp.screen.time,ranish rajbanshi,Very nice app to see and control yourself .,4
com.ezlapp.screen.time,Bhoomika B,Worst app not at all working,1
com.ezlapp.screen.time,•Arillax•,Great app now I can check how much I use my phone😀,5
com.ezlapp.screen.time,Daud Khan,"So many ads , dont interfare to my lockscreen vulgar ads on lockscreen ...👎 destroys the image 👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎",1
com.ezlapp.screen.time,Reuben Booysen,Easy to limit certain app usage,5
com.ezlapp.screen.time,Dr. Suyash Gandhi,Too many adds,1
com.ezlapp.screen.time,Gunnhildur Daðadóttir,The app is all right and all but it was impossible to figure out the down time and i found it kinda annoying when my lock screen turnd blue just to tell me how much time i spent on my phone.,2
com.ezlapp.screen.time,Vishal Parbat,Somehow able to control my screentime with this simple to use app....,5
com.ezlapp.screen.time,Georgina Blazeska,I literally used the phone for like 5mins and it blocked my phone bc i USED it for 40mins even tho it was JUST 5mins,1
com.ezlapp.screen.time,Dilip Rathore,"In my mobile "" you have reached time limit "" can close app option doesn't show. Please any one know then help me.",5
com.ezlapp.screen.time,Govind Kanojia,Nice and useful app,5
com.ezlapp.screen.time,MChang “Afurai” Jmt,Great!!,5
com.ezlapp.screen.time,DaXz,"Кусок Овна, бесконечная реклама, нет платной версии, баги, экраннон меню",1
com.ezlapp.screen.time,manikanta sai,Good app for students,5
com.ezlapp.screen.time,B. Yadvi,Very nice app,5
com.ezlapp.screen.time,Harshit Kashyap,👍,5
com.ezlapp.screen.time,shagathaj banu,"Its very usefull to me... Basically i am a phone addiction, i spend so much time on my phone.so i want to check it. After this wonderfull app was installed in my phone. The app shows averagely i took 8 hours to spend my phone in one day.. now a days my eyes are damaging due to this reasons. So i want to control it.now i spend my phone less than a 5 hours. I controled it.Its very accurate application.easy to use, try it!",5
com.ezlapp.screen.time,Rupok Bhadury,One of the greatest app for time optimization and ending procrastination.,4
com.ezlapp.screen.time,Himanshu tomar,Good,5
com.ezlapp.screen.time,Mangala Jayaprakash,Irritating ads,4
com.ezlapp.screen.time,Balakrishnan S,Unexpected adultery,1
com.ezlapp.screen.time,MSH,good to use..!!,5
com.ezlapp.screen.time,leo giloni,Way too many adds,1
com.ezlapp.screen.time,Kuldip Birhade,Not good only some apps are accessable,1
com.ezlapp.screen.time,Rahma Ben amna,Great app but too many adds unfortunately!,2
com.ezlapp.screen.time,Sriniket Deeduvanu,Good,4
com.ezlapp.screen.time,M.J. Gamers,Nice app,5
com.ezlapp.screen.time,Umar Shaikh,Application is excellent but there are very bad lots of add,1
com.ezlapp.screen.time,Gabriel Torres,"Ads everytime you select a category. Won't really restrict acess, just gives a notice",1
com.ezlapp.screen.time,Chandra Kumar Markandey,Awesome,5
com.ezlapp.screen.time,Isaac,Please add an paid option to remove ads,5
com.ezlapp.screen.time,Aftab Salmani,✌️👏,4
com.ezlapp.screen.time,Shubham Sahu,App is very useful,5
com.ezlapp.screen.time,Peter Helmi Fahim,It so good to Control time in the phone's,5
com.ezlapp.screen.time,nicole wahba,"Amazing app, would recommend if you want to find out everything about screen time and limit it, really great :)",5
com.ezlapp.screen.time,Buse SALTI,birkaç gün sorunsuz çalıştı ama şuan ekranımda ve bildirim panelinde görmekte zorlanıyorum.,3
com.ezlapp.screen.time,Salma Nachate,So good,1
com.ezlapp.screen.time,crazy Life D,It is not bad,1
com.ezlapp.screen.time,Danish Siddiqui,Very useful app👍,2
com.ezlapp.screen.time,Harish Kumar,Nicee appp💯🔥,5
com.ezlapp.screen.time,Chetan Sundan,Bad,1
com.ezlapp.screen.time,Time to study G5,👍,5
com.ezlapp.screen.time,Morgan Jackson,Love that I can lock certain apps and see how much time was spent on them but hate the automatically lock screen wallpaper.,3
com.ezlapp.screen.time,Anthony JMOtuka,"Pretty good tbh. Hella ads but, ya'll need ypur bread too 💰💰💸🍞",5
com.ezlapp.screen.time,52-Wobeydul Nasim,Very bad apps... Reports are false.. Forbate you to dwnld it..,1
com.ezlapp.screen.time,Simple playz !,Awsome but please give monthly usage in bar table,4
com.ezlapp.screen.time,Geeta Goyal,Kya ek baar set kra va time dubara change nhi kiya ja skta,3
com.ezlapp.screen.time,PRITAM PRIYANSHU,Very nice app as it gives a user friendly interface for the data and. Monthly reports.,5
com.ezlapp.screen.time,ARYAN YADAV,Bakwas hai,1
com.ezlapp.screen.time,ŁíђšÅ Åñįłkümåř,Very bad App,1
com.ezlapp.screen.time,Nameera Akhter,I was getting addicted and I download this app recommend u to download it s use show u how much u used,5
com.ezlapp.screen.time,SMP GAMER,😠😡👎🏿👎🏿👎🏿👎🏿,1
com.ezlapp.screen.time,Abhishek Singh,Such a good app help me go trace my mobile usage acttivity u must download yhis app ☺☺,5
com.ezlapp.screen.time,shashank upadhyay,That's a great app to control our addiction on social media and in gaming,5
com.ezlapp.screen.time,Khadibayev Jurabek,Not bad,2
com.ezlapp.screen.time,Aditi Khandkar,The screen time calculated is wrong.,1
com.ezlapp.screen.time,Sahad Khan,This is good app but too much ads....,5
com.ezlapp.screen.time,Thedini Gamage,Very good,5
com.ezlapp.screen.time,Marjiya Radiya,Good,4
com.ezlapp.screen.time,Benjamin K.S,All i can say is overwhelming ads on the app even on your lock screen,3
com.ezlapp.screen.time,harsh miglani,Good app,5
com.ezlapp.screen.time,Sherlock Lennon,Don't you think it's too much adds? After every click there is an add this is so disturbing. I understand you guys need to put adds but there is a limit for everything you know.,2
com.ezlapp.screen.time,anita jain,Superb,5
com.ezlapp.screen.time,Fawad Ali,Awesome 😎 app,4
com.ezlapp.screen.time,Shrinidhi Bhat,Very bad not good wast of data,1
com.ezlapp.screen.time,aisha khatoon,Very helpful,5
com.ezlapp.screen.time,Nanda Varma,Nice,4
com.ezlapp.screen.time,MUKESH CHOUDHARY,Super excellent app,1
com.ezlapp.screen.time,Neha Jha,Help me to reduce my screen time on daily bases...,5
com.ezlapp.screen.time,Sandeep Panwar,Usefull app,5
com.ezlapp.screen.time,Suhail Patel,Very useful!,5
com.ezlapp.screen.time,Devesh Pandey,Bad,1
com.ezlapp.screen.time,Aniket Chavan,It really helps,5
com.ezlapp.screen.time,tarun pandey,Awesome app Incredible time management,5
com.ezlapp.screen.time,jys_ hatice,Nice,3
com.ezlapp.screen.time,Moqaddas Zendagi,"Great app, except the adds😊❤",5
com.ezlapp.screen.time,Shri Sekwal,Gud enough,5
com.ezlapp.screen.time,afreen Khan,it's very useful to calculate our time,5
com.ezlapp.screen.time,Snehit Saxena,Very good app,5
com.ezlapp.screen.time,Htrap .v1,Too many adds.... Interface is also not professional...,1
com.ezlapp.screen.time,Tanmay Agrawal,Good,5
com.ezlapp.screen.time,Myaaka Swamy,Its an awesome application to know how much time u spent on mobile and its also showing the number of times i have unlocked my mobile . Very good application . Iam giving 5 star rating .....,5
com.ezlapp.screen.time,CHRIST MINISTRY,Super.app,5
com.ezlapp.screen.time,Chandan Chaurasiya,Nice app for me very well,5
com.ezlapp.screen.time,Ishita Khandelwal,This the best thing ever I have seen,5
com.ezlapp.screen.time,Toshi Manen,Jkk,5
com.ezlapp.screen.time,Tejashwini k,Great app,5
com.ezlapp.screen.time,Winfred Tharao,Good,4
com.ezlapp.screen.time,De RRR,good,5
com.ezlapp.screen.time,JAPNOOR KAUR,Okay app,3
com.ezlapp.screen.time,Akshay Jain,Good,3
com.ezlapp.screen.time,Saiful Islam,Fault app,1
com.ezlapp.screen.time,Anoop Mishra,Nice,5
com.ezlapp.screen.time,Soumya Halingali,Good,5
com.ezlapp.screen.time,Riya Singh,👍,4
com.ezlapp.screen.time,Prince Maurya,O145 fj uv cg ki,5
com.ezlapp.screen.time,Belen,Its a great app!! It helps you very much to concentrate. I think everyobody should install this app noww!!👏,5
com.ezlapp.screen.time,Ideas,It would have been perfect if there were no adds,4
com.ezlapp.screen.time,ABHAY JAIN 185,Nice app,5
com.ezlapp.screen.time,Ahnaf Kayess,It really helps to check the execive use of phone,5
com.ezlapp.screen.time,Suryanshu Kr,Its a very very useless app. I suggest you all to not to download this worst app,1
com.ezlapp.screen.time,Noodle,Plz add a widget,3
com.ezlapp.screen.time,Dewansh Verma,Good app but please reduce the ads,3
com.ezlapp.screen.time,Anshu Kumar,Good but many ads,4
com.ezlapp.screen.time,Sawan Sharma,Good,5
com.ezlapp.screen.time,Prerana Mittal,Wow,1
com.ezlapp.screen.time,Ajay Singh,Best,5
com.ezlapp.screen.time,Jatin Sharma,The only problem with this app is just ads otherwise the app is great but i can understand that even u guys need money to live 👍,4
com.ezlapp.screen.time,Balaraju Yerragolla,Good app👍.,4
com.ezlapp.screen.time,Dhiraj Naik,Good But too many ads,5
com.ezlapp.screen.time,Abdul Khalek,Good apps,5
com.ezlapp.screen.time,Hira lal Mishra,Vahiyad,5
com.ezlapp.screen.time,meow,It's good but how do I remove the counter that appears on the screen in all apps? It disappears sometimes but I want to remove it completely.,4
com.ezlapp.screen.time,ملك الجحيم,Nice,5
com.ezlapp.screen.time,Lilja Virtanen,"Easy to use, helps me a lot to reduce my screen time! Would be nice if you could see your weekly average screen time, like, in a day!",4
com.ezlapp.screen.time,Kunal Rajeshirke,Nice,5
com.ezlapp.screen.time,Manoj Kumar Barmer,Good,5
com.ezlapp.screen.time,Dhruvin Patel,Showing ad many time worst appo🤮🤮🤮🤮🤮🤮🤮🤮🤮🤮🤮🤮🤮🤮🤮🤮,1
com.ezlapp.screen.time,Saurabh Agrawal,Too many ads.. ad on every swipe every click... other than that app is fine,3
com.ezlapp.screen.time,Rama Kulkarni,Useful,5
com.ezlapp.screen.time,pinal teacher,Ok goodnes,4
com.ezlapp.screen.time,MILONSK //,Good 😛,5
com.ezlapp.screen.time,mallikharjuna rao,Very good,5
com.ezlapp.screen.time,mesta,its a copy of the top screen time app not cool,1
com.ezlapp.screen.time,Durgam Shivaraj Goud,Nice👏,5
com.ezlapp.screen.time,kaiyum100 shaheed,its nice,4
com.ezlapp.screen.time,Sarpreet Dhillon,nic app,5
com.ezlapp.screen.time,kailash kukereti,Add ten minuntes adds ten minutes to time limit permanentaly. Please make it temporary so that limit does not exceed specified limit by adding 10 min,3
com.ezlapp.screen.time,Tebriz Xasmammadov,Excellent,5
com.ezlapp.screen.time,Dr Mwiga F,Very useful app. Great work!,5
com.ezlapp.screen.time,Rasriya Ferdous,It's very useful,5
com.ezlapp.screen.time,Nidhi Verma,Can check how much I'm watching Facebook on this app!!!!:),5
com.ezlapp.screen.time,Chit Ko,Good Software.,4
com.ezlapp.screen.time,Mukti Sahni,Excellent App!!!!!,5
com.ezlapp.screen.time,Niharika Singh,Nice,5
com.ezlapp.screen.time,J J,Inaccurate piece of shite,1
com.ezlapp.screen.time,Dadasaheb Pawar,It was good experince with good fitures,5
com.ezlapp.screen.time,kp p,Worst app i have seen,1
com.ezlapp.screen.time,BG gamerYT,I dont like this app it has no functions.,1
com.ezlapp.screen.time,Rish Av,It's a fake app just useless,1
com.ezlapp.screen.time,snacke,accurate i guess,5
com.ezlapp.screen.time,Gan Shanae,"It didn't even do what it was supposed to do propely and I hve to keep on installing it over again till it worked properly, highly don't recommend",1
com.ezlapp.screen.time,yogesh KUMAR,Bad appp,1
com.ezlapp.screen.time,Rajkumar Poswal,Ok,5
com.ezlapp.screen.time,Jonathan Fernando,Excellent app.,5
com.ezlapp.screen.time,Shrii Vp,Super app for eye resolution,5
com.ezlapp.screen.time,Prachi Patwa,Deducting stars because it doesn't have the option to set the start time according to me. That Would have been Great.,2
com.ezlapp.screen.time,Manisha,Very much productive.,5
com.ezlapp.screen.time,JJ de Jongh,Too much adverts. Even my locked screen turned into an advert. No thank you. Users are trying to minimize distraction but your are adding to the resistance for change.,1
com.ezlapp.screen.time,CRAZY KETAN,Good app😍😉😊,5
com.ezlapp.screen.time,Justin Wynne,Cool,5
com.ezlapp.screen.time,MegaCarolina1956,Cool,5
com.ezlapp.screen.time,Shruti Rasaily,Simple to use. And gets the work done. Pretty good overall,5
com.ezlapp.screen.time,SHUBHAM MAURYA,Ss,3
com.ezlapp.screen.time,Anita Manojsoni,Yo nice app,5
com.ezlapp.screen.time,Amdad Miah,Good.,1
com.ezlapp.screen.time,Top 15 Insane,Is amazing but sometimes shows incorrect value.,4
com.ezlapp.screen.time,kunal gupta,Nice,5
com.ezlapp.screen.time,Kartik Gupta CSE,Lund hai bc,1
com.ezlapp.screen.time,Phạm Thị Minh Thư,Good,5
com.ezlapp.screen.time,Aanya Srivastava,Showing ads on the lock v screen,2
com.ezlapp.screen.time,Toshit Dhake,This app is so use full,5
com.ezlapp.screen.time,BEAST GAMING,Just perfect,5
com.ezlapp.screen.time,ruchi shrivastava,Dis is a wonderful app really helps,5
com.ezlapp.screen.time,joel duva,Very cool,5
com.ezlapp.screen.time,vidya chaure,Worst,1
com.ezlapp.screen.time,Chandan G,Great app,5
com.ezlapp.screen.time,Kavya Chawda,Good,5
com.ezlapp.screen.time,COACHi Dhave,Very Useful for Self discipline,5
com.ezlapp.screen.time,The Almighty June,nice,4
com.ezlapp.screen.time,Benjamin Abrams,"Why is there a large ad covering the bottom of the screen where, I'm guessing, the settings are located and I cannot get to?",1
com.ezlapp.screen.time,Aryan,A small way to control phone addiction,5
com.ezlapp.screen.time,Saad Babar,Fantastic,5
com.ezlapp.screen.time,Liam Ambros,"Wow, just wow",5
com.ezlapp.screen.time,Syed Muhammad Mohsin Arif,Better,4
com.ezlapp.screen.time,Rakesh Shaw,This is a good app 👍👍👍,5
com.ezlapp.screen.time,Tanishk Golus,Very bad,1
com.ezlapp.screen.time,NAUKRI LOVER,fantastic.u can customize your timing of restriction .that's the best feature in it.(Not Paid Review Rather Bonafide),5
com.ezlapp.screen.time,Amol Bujade,Nice app,5
com.ezlapp.screen.time,Priya Sharma,Wonderful application,5
com.ezlapp.screen.time,Matthew Jarocki,Great way of keeping track of phone usage,5
com.ezlapp.screen.time,Aung Kyaw Myint,Very good use for me.,5
com.ezlapp.screen.time,Jon Wong,"Good at first, but started to have many annoying ads. Had to uninstall",1
com.ezlapp.screen.time,Philipp Gamma,"Perfect, works as it has to",5
com.ezlapp.screen.time,Kayla Russo,Minimal ads for the first month and the out of nowhere put ads on nearly every screen. It was great until then. Uninstalling now.,2
com.ezlapp.screen.time,Disha shetty,Good app,5
com.ezlapp.screen.time,shaurya gulati,Nice,5
com.ezlapp.screen.time,Markus Bergh,Good app,5
